Longitude,Latitude,Field,Dataset,Product,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Sky Cond,Wind Speed(mph),Wind Dir,Air Temp(°F),Humidity(%),Soil Tex,Soil Cond,Soil Moist,Crop Resid,Nozzle PN,Pass Num,Speed(mph),Prod(ac/h),Crop Flw(V)(bu/h),Date
-86.17144322,40.96790452,CHURCH17,15/10/09-17:40:57,SOYBEANS,1110,4.600,272.10,1.000,818.07,10/9/2015,On,30.00,Yes,12.26,12.60,3870.2,64.50,3870.2,64.50,In,0.0041,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,18,3.136,11.40,735.61,10/9/2015
-86.17146152,40.96790500,CHURCH17,15/10/09-17:40:57,SOYBEANS,1111,4.567,272.00,1.000,817.63,10/9/2015,On,30.00,Yes,13.86,12.60,4407.9,73.47,4407.9,73.47,In,0.0036,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,18,3.114,11.32,831.85,10/9/2015
-86.17147990,40.96790514,CHURCH17,15/10/09-17:40:57,SOYBEANS,1112,4.583,270.60,1.000,817.32,10/9/2015,On,30.00,Yes,14.23,13.00,4508.4,75.14,4508.4,75.14,In,0.0032,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,18,3.125,11.36,853.86,10/9/2015
-86.17149829,40.96790460,CHURCH17,15/10/09-17:40:57,SOYBEANS,1113,4.649,267.80,1.000,816.99,10/9/2015,On,30.00,Yes,13.84,13.00,4322.5,72.04,4322.5,72.04,In,0.0018,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,18,3.170,11.53,830.37,10/9/2015
-86.17151589,40.96790439,CHURCH17,15/10/09-17:40:57,SOYBEANS,1114,4.567,269.10,1.000,816.75,10/9/2015,On,29.95,Yes,14.29,12.80,4551.4,75.86,4551.4,75.86,In,0.026,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,18,3.114,11.31,857.60,10/9/2015
-86.17153346,40.96790426,CHURCH17,15/10/09-17:40:57,SOYBEANS,1115,4.590,269.40,1.000,816.49,10/9/2015,On,29.76,Yes,14.17,12.90,4518.1,75.30,4518.1,75.30,In,0.122,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,18,3.129,11.29,850.08,10/9/2015
-86.17155083,40.96790413,CHURCH17,15/10/09-17:40:57,SOYBEANS,1116,4.767,269.40,1.000,816.28,10/9/2015,On,29.72,Yes,12.43,13.00,3823.0,63.72,3823.0,63.72,In,0.142,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,18,3.250,11.71,745.98,10/9/2015
-86.17157017,40.96790342,CHURCH17,15/10/09-17:40:57,SOYBEANS,1117,4.734,267.20,1.000,816.07,10/9/2015,On,29.75,Yes,13.40,13.30,4145.5,69.09,4131.2,68.85,In,0.128,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,18,3.228,11.64,804.25,10/9/2015
-86.17158936,40.96790261,CHURCH17,15/10/09-17:40:57,SOYBEANS,1118,5.121,266.80,1.000,815.96,10/9/2015,On,29.58,Yes,13.54,12.90,3894.7,64.91,3894.7,64.91,In,0.210,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,18,3.492,12.52,812.69,10/9/2015
-86.17160930,40.96790198,CHURCH17,15/10/09-17:40:57,SOYBEANS,1119,4.961,267.60,1.000,815.78,10/9/2015,On,29.35,Yes,13.59,12.60,4065.1,67.75,4065.1,67.75,In,0.323,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,18,3.382,12.03,815.33,10/9/2015
-86.17162865,40.96790093,CHURCH17,15/10/09-17:40:57,SOYBEANS,1120,5.089,265.90,1.000,815.66,10/9/2015,On,29.16,Yes,14.48,12.80,4250.4,70.84,4250.4,70.84,In,0.419,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,18,3.469,12.26,868.82,10/9/2015
-86.17164957,40.96790046,CHURCH17,15/10/09-17:40:57,SOYBEANS,1121,5.318,268.30,1.000,815.46,10/9/2015,On,28.84,Yes,14.23,12.90,4042.9,67.38,4042.9,67.38,In,0.582,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,18,3.626,12.67,853.97,10/9/2015
-86.17166976,40.96789949,CHURCH17,15/10/09-17:40:57,SOYBEANS,1122,5.246,266.40,1.000,815.44,10/9/2015,On,28.69,Yes,10.38,13.10,3003.4,50.06,3000.0,50.00,In,0.652,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,18,3.577,12.44,622.74,10/9/2015
-86.17168989,40.96789860,CHURCH17,15/10/09-17:40:57,SOYBEANS,1123,5.351,266.60,1.000,815.45,10/9/2015,On,28.44,Yes,6.809,13.20,1949.4,32.49,1944.9,32.41,In,0.782,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,18,3.648,12.57,408.55,10/9/2015
-86.17166546,40.96790668,CHURCH17,15/10/09-17:40:57,SOYBEANS,1124,5.000,345.70,1.000,815.55,10/9/2015,On,2.500,Yes,2.539,13.90,8847.2,147.45,8755.7,145.93,In,-9.167,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.409,1.033,152.33,10/9/2015
-86.17168507,40.96795592,CHURCH17,15/10/09-17:40:57,SOYBEANS,1125,4.895,344.00,1.000,814.55,10/9/2015,On,27.14,Yes,13.53,13.20,4437.5,73.96,4427.3,73.79,In,1.428,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.338,10.98,812.08,10/9/2015
-86.17169016,40.96797064,CHURCH17,15/10/09-17:40:57,SOYBEANS,1126,5.328,345.40,1.000,814.26,10/9/2015,On,27.75,Yes,14.46,13.50,4259.9,71.00,4235.4,70.59,In,1.124,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.633,12.22,867.53,10/9/2015
-86.17169590,40.96798588,CHURCH17,15/10/09-17:40:57,SOYBEANS,1127,5.213,344.10,1.000,814.02,10/9/2015,On,28.27,Yes,14.68,13.50,4339.6,72.33,4314.7,71.91,In,0.864,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.554,12.18,881.07,10/9/2015
-86.17170201,40.96800047,CHURCH17,15/10/09-17:40:57,SOYBEANS,1128,5.262,342.50,1.000,813.91,10/9/2015,On,28.46,Yes,15.54,13.00,4520.2,75.34,4520.2,75.34,In,0.773,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.588,12.38,932.41,10/9/2015
-86.17170829,40.96801534,CHURCH17,15/10/09-17:40:57,SOYBEANS,1129,5.262,342.30,1.000,813.63,10/9/2015,On,28.48,Yes,15.21,13.30,4421.1,73.69,4405.9,73.43,In,0.759,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.588,12.39,912.62,10/9/2015
-86.17171429,40.96802981,CHURCH17,15/10/09-17:40:57,SOYBEANS,1130,5.180,342.60,1.000,813.58,10/9/2015,On,28.49,Yes,16.43,13.60,4850.1,80.84,4816.7,80.28,In,0.754,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.532,12.20,986.02,10/9/2015
-86.17172074,40.96804421,CHURCH17,15/10/09-17:40:57,SOYBEANS,1131,5.115,341.30,1.000,813.23,10/9/2015,On,28.54,Yes,15.57,13.40,4647.0,77.45,4625.6,77.09,In,0.732,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.487,12.06,934.26,10/9/2015
-86.17172730,40.96805833,CHURCH17,15/10/09-17:40:57,SOYBEANS,1132,5.085,340.70,1.000,813.05,10/9/2015,On,28.45,Yes,14.82,13.30,4461.4,74.36,4446.1,74.10,In,0.771,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.467,11.96,889.22,10/9/2015
-86.17173396,40.96807225,CHURCH17,15/10/09-17:40:57,SOYBEANS,1133,5.075,340.10,1.000,812.87,10/9/2015,On,28.31,Yes,16.30,13.50,4939.4,82.32,4911.1,81.85,In,0.843,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.461,11.88,977.71,10/9/2015
-86.17174030,40.96808668,CHURCH17,15/10/09-17:40:57,SOYBEANS,1134,5.144,341.70,1.000,812.69,10/9/2015,On,28.12,Yes,16.27,13.50,4897.9,81.63,4869.7,81.16,In,0.940,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.508,11.96,976.04,10/9/2015
-86.17174659,40.96810108,CHURCH17,15/10/09-17:40:57,SOYBEANS,1135,5.075,341.70,1.000,812.52,10/9/2015,On,28.07,Yes,16.22,13.10,4958.5,82.64,4952.8,82.55,In,0.965,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.461,11.77,972.96,10/9/2015
-86.17175304,40.96811511,CHURCH17,15/10/09-17:40:57,SOYBEANS,1136,5.135,340.90,1.000,812.31,10/9/2015,On,28.02,Yes,16.76,13.10,5074.5,84.58,5068.7,84.48,In,0.987,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.501,11.89,1005.8,10/9/2015
-86.17175984,40.96812944,CHURCH17,15/10/09-17:40:57,SOYBEANS,1137,5.141,340.30,1.000,812.16,10/9/2015,On,27.91,Yes,17.05,13.50,5175.2,86.25,5145.5,85.76,In,1.045,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.505,11.86,1022.7,10/9/2015
-86.17176679,40.96814403,CHURCH17,15/10/09-17:40:57,SOYBEANS,1138,5.223,340.20,1.000,811.91,10/9/2015,On,27.73,Yes,15.56,13.30,4681.6,78.03,4665.5,77.76,In,1.137,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.561,11.97,933.85,10/9/2015
-86.17177339,40.96815893,CHURCH17,15/10/09-17:40:57,SOYBEANS,1139,5.223,341.50,1.000,811.73,10/9/2015,On,27.54,Yes,14.18,13.00,4293.4,71.56,4293.4,71.56,In,1.232,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.561,11.89,850.53,10/9/2015
-86.17177944,40.96817321,CHURCH17,15/10/09-17:40:57,SOYBEANS,1140,5.194,342.30,1.000,811.53,10/9/2015,On,27.46,Yes,15.34,13.30,4684.2,78.07,4668.0,77.80,In,1.269,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.541,11.79,920.28,10/9/2015
-86.17178581,40.96818751,CHURCH17,15/10/09-17:40:57,SOYBEANS,1141,5.223,341.40,1.000,811.41,10/9/2015,On,27.47,Yes,15.39,13.70,4673.0,77.88,4635.4,77.26,In,1.264,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.561,11.86,923.53,10/9/2015
-86.17179206,40.96820182,CHURCH17,15/10/09-17:40:57,SOYBEANS,1142,5.223,341.80,1.000,811.36,10/9/2015,On,27.40,Yes,15.79,13.50,4808.1,80.14,4780.5,79.68,In,1.302,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.561,11.83,947.63,10/9/2015
-86.17179817,40.96821610,CHURCH17,15/10/09-17:40:57,SOYBEANS,1143,5.180,342.10,1.000,811.41,10/9/2015,On,27.36,Yes,15.96,13.20,4904.7,81.74,4893.4,81.56,In,1.321,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.532,11.71,957.50,10/9/2015
-86.17180365,40.96823086,CHURCH17,15/10/09-17:40:57,SOYBEANS,1144,5.240,344.30,1.000,811.42,10/9/2015,On,27.35,Yes,15.71,13.20,4774.5,79.58,4763.6,79.39,In,1.323,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.572,11.84,942.49,10/9/2015
-86.17180968,40.96824586,CHURCH17,15/10/09-17:40:57,SOYBEANS,1145,5.272,343.10,1.000,811.37,10/9/2015,On,27.57,Yes,16.59,13.70,4972.7,82.88,4932.7,82.21,In,1.216,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.595,12.01,995.57,10/9/2015
-86.17181521,40.96826056,CHURCH17,15/10/09-17:40:57,SOYBEANS,1146,5.276,344.10,1.000,811.44,10/9/2015,On,27.66,Yes,16.02,13.50,4781.3,79.69,4753.8,79.23,In,1.169,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.597,12.06,961.04,10/9/2015
-86.17182079,40.96827500,CHURCH17,15/10/09-17:40:57,SOYBEANS,1147,5.262,343.70,1.000,811.61,10/9/2015,On,27.85,Yes,17.20,13.70,5111.3,85.19,5070.1,84.50,In,1.073,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.588,12.11,1032.0,10/9/2015
-86.17182677,40.96828965,CHURCH17,15/10/09-17:40:57,SOYBEANS,1148,5.308,342.90,1.000,811.65,10/9/2015,On,27.99,Yes,17.05,13.30,4997.9,83.30,4980.7,83.01,In,1.005,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.619,12.28,1022.8,10/9/2015
-86.17183285,40.96830544,CHURCH17,15/10/09-17:40:57,SOYBEANS,1149,5.453,343.80,1.000,811.67,10/9/2015,On,28.02,Yes,17.59,13.40,5014.2,83.57,4991.2,83.19,In,0.991,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.718,12.63,1055.3,10/9/2015
-86.17183892,40.96832086,CHURCH17,15/10/09-17:40:57,SOYBEANS,1150,5.476,343.40,1.000,811.76,10/9/2015,On,28.16,Yes,17.88,13.50,5050.9,84.18,5021.9,83.70,In,0.919,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.733,12.74,1072.8,10/9/2015
-86.17184537,40.96833618,CHURCH17,15/10/09-17:40:57,SOYBEANS,1151,5.525,342.40,1.000,811.81,10/9/2015,On,28.18,Yes,16.56,13.50,4634.1,77.23,4607.4,76.79,In,0.912,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.767,12.87,993.76,10/9/2015
-86.17185181,40.96835167,CHURCH17,15/10/09-17:40:57,SOYBEANS,1152,5.541,342.60,1.000,811.95,10/9/2015,On,28.01,Yes,17.50,13.10,4912.4,81.87,4906.7,81.78,In,0.995,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.778,12.83,1050.3,10/9/2015
-86.17185842,40.96836817,CHURCH17,15/10/09-17:40:57,SOYBEANS,1153,5.837,343.20,1.000,812.05,10/9/2015,On,27.86,Yes,18.44,12.90,4939.7,82.33,4939.7,82.33,In,1.070,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.980,13.44,1106.3,10/9/2015
-86.17186575,40.96838487,CHURCH17,15/10/09-17:40:57,SOYBEANS,1154,5.892,341.70,1.000,812.20,10/9/2015,On,27.76,Yes,17.80,13.00,4739.8,79.00,4739.8,79.00,In,1.122,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,4.018,13.52,1067.9,10/9/2015
-86.17187187,40.96840156,CHURCH17,15/10/09-17:40:57,SOYBEANS,1155,5.938,344.50,1.000,812.23,10/9/2015,On,27.50,Yes,17.51,13.20,4671.2,77.85,4660.5,77.67,In,1.247,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,4.049,13.50,1050.9,10/9/2015
-86.17187813,40.96841834,CHURCH17,15/10/09-17:40:57,SOYBEANS,1156,5.961,344.30,1.000,812.31,10/9/2015,On,27.55,Yes,16.38,12.90,4343.8,72.40,4343.8,72.40,In,1.226,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,4.065,13.57,982.61,10/9/2015
-86.17188420,40.96843505,CHURCH17,15/10/09-17:40:57,SOYBEANS,1157,5.889,344.70,1.000,812.36,10/9/2015,On,27.57,Yes,16.66,12.90,4470.1,74.50,4470.1,74.50,In,1.214,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,4.015,13.42,999.77,10/9/2015
-86.17188987,40.96845190,CHURCH17,15/10/09-17:40:57,SOYBEANS,1158,5.938,345.70,1.000,812.41,10/9/2015,On,27.64,Yes,15.37,13.10,4078.0,67.97,4073.3,67.89,In,1.179,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,4.049,13.57,922.00,10/9/2015
-86.17189542,40.96846797,CHURCH17,15/10/09-17:40:57,SOYBEANS,1159,5.748,345.40,1.000,812.49,10/9/2015,On,27.83,Yes,14.91,13.60,4059.7,67.66,4031.7,67.19,In,1.084,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.919,13.22,894.66,10/9/2015
-86.17190098,40.96848377,CHURCH17,15/10/09-17:40:57,SOYBEANS,1160,5.499,345.10,1.000,812.45,10/9/2015,On,27.98,Yes,13.32,13.20,3771.6,62.86,3762.9,62.72,In,1.012,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.749,12.71,799.15,10/9/2015
-86.17190610,40.96849947,CHURCH17,15/10/09-17:40:57,SOYBEANS,1161,5.548,346.20,1.000,812.54,10/9/2015,On,28.09,Yes,13.66,12.90,3818.3,63.64,3818.3,63.64,In,0.957,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.783,12.88,819.54,10/9/2015
-86.17191121,40.96851567,CHURCH17,15/10/09-17:40:57,SOYBEANS,1162,5.581,346.60,1.000,812.49,10/9/2015,On,28.32,Yes,14.13,13.00,3895.5,64.93,3895.5,64.93,In,0.842,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.805,13.06,847.94,10/9/2015
-86.17191676,40.96853122,CHURCH17,15/10/09-17:40:57,SOYBEANS,1163,5.518,344.90,1.000,812.48,10/9/2015,On,28.59,Yes,12.21,13.30,3371.7,56.19,3360.1,56.00,In,0.707,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.763,13.04,732.70,10/9/2015
-86.17192251,40.96854724,CHURCH17,15/10/09-17:40:57,SOYBEANS,1164,5.515,344.80,1.000,812.40,10/9/2015,On,28.67,Yes,13.93,13.00,3836.7,63.95,3836.7,63.95,In,0.666,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.760,13.07,835.55,10/9/2015
-86.17192822,40.96856339,CHURCH17,15/10/09-17:40:57,SOYBEANS,1165,5.587,345.10,1.000,812.27,10/9/2015,On,24.89,Yes,14.34,13.40,4490.9,74.85,4470.3,74.50,In,2.553,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.810,11.49,860.19,10/9/2015
-86.17193462,40.96857943,CHURCH17,15/10/09-17:40:57,SOYBEANS,1166,5.518,343.20,1.000,812.14,10/9/2015,On,24.60,Yes,13.88,14.00,4456.0,74.27,4404.8,73.41,In,2.697,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.763,11.22,833.09,10/9/2015
-86.17194031,40.96859521,CHURCH17,15/10/09-17:40:57,SOYBEANS,1167,5.574,344.80,1.000,811.97,10/9/2015,On,24.35,Yes,12.59,14.20,4040.7,67.35,3985.0,66.42,In,2.819,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.801,11.22,755.45,10/9/2015
-86.17194629,40.96861091,CHURCH17,15/10/09-17:40:57,SOYBEANS,1168,5.581,344.00,1.000,811.81,10/9/2015,On,24.72,Yes,11.91,14.20,3758.9,62.65,3707.0,61.78,In,2.635,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.805,11.40,714.39,10/9/2015
-86.17195211,40.96862578,CHURCH17,15/10/09-17:40:57,SOYBEANS,1169,5.404,343.50,1.000,811.71,10/9/2015,On,24.99,Yes,11.11,15.10,3583.6,59.73,3497.1,58.29,In,2.501,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.684,11.16,666.64,10/9/2015
-86.17195790,40.96864029,CHURCH17,15/10/09-17:40:57,SOYBEANS,1170,5.154,343.20,1.000,811.60,10/9/2015,On,25.21,Yes,7.564,16.20,2535.5,42.26,2442.2,40.70,In,2.390,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.514,10.74,453.85,10/9/2015
-86.17196353,40.96865455,CHURCH17,15/10/09-17:40:57,SOYBEANS,1171,5.213,343.40,1.000,811.56,10/9/2015,On,25.40,Yes,5.642,16.90,1856.1,30.94,1772.9,29.55,In,2.300,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.554,10.94,338.50,10/9/2015
-86.17196885,40.96866789,CHURCH17,15/10/09-17:40:57,SOYBEANS,1172,4.744,343.20,1.000,811.39,10/9/2015,On,25.60,Yes,4.598,16.80,1649.4,27.49,1577.3,26.29,In,2.198,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.235,10.04,275.88,10/9/2015
-86.17197427,40.96868101,CHURCH17,15/10/09-17:40:57,SOYBEANS,1173,4.728,342.70,1.000,811.41,10/9/2015,On,25.77,Yes,4.669,17.10,1669.6,27.83,1590.9,26.52,In,2.112,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.223,10.07,280.16,10/9/2015
-86.17197947,40.96869409,CHURCH17,15/10/09-17:40:57,SOYBEANS,1174,4.659,343.30,1.000,811.37,10/9/2015,On,25.88,Yes,5.423,18.40,1959.2,32.65,1837.5,30.63,In,2.057,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.176,9.965,325.39,10/9/2015
-86.17198484,40.96870621,CHURCH17,15/10/09-17:40:57,SOYBEANS,1175,4.491,341.50,1.000,811.41,10/9/2015,On,26.06,Yes,5.588,18.70,2079.2,34.65,1943.0,32.38,In,1.967,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.062,9.674,335.25,10/9/2015
-86.17199052,40.96871868,CHURCH17,15/10/09-17:40:57,SOYBEANS,1176,4.518,341.00,1.000,811.38,10/9/2015,On,26.07,Yes,7.106,19.00,2628.0,43.80,2446.8,40.78,In,1.962,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.080,9.735,426.38,10/9/2015
-86.17199607,40.96873090,CHURCH17,15/10/09-17:40:57,SOYBEANS,1177,4.465,341.10,1.000,811.35,10/9/2015,On,30.00,Yes,6.885,19.30,2238.8,37.31,2076.7,34.61,In,0.0018,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,3.044,11.07,413.09,10/9/2015
-86.17200169,40.96874323,CHURCH17,15/10/09-17:40:57,SOYBEANS,1178,4.354,341.00,1.000,811.38,10/9/2015,On,30.00,Yes,6.378,19.20,2127.1,35.45,1975.5,32.93,In,0.0041,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,2.968,10.79,382.68,10/9/2015
-86.17200557,40.96875196,CHURCH17,15/10/09-17:40:57,SOYBEANS,1179,3.609,341.40,1.000,811.47,10/9/2015,On,30.00,Yes,6.767,19.60,2722.7,45.38,2516.1,41.94,In,2.590e-009,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,2.461,8.948,406.03,10/9/2015
-86.17200946,40.96876107,CHURCH17,15/10/09-17:40:57,SOYBEANS,1180,3.215,342.10,1.000,811.47,10/9/2015,On,30.00,Yes,6.963,19.70,3144.4,52.41,2902.2,48.37,In,0.0018,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,2.192,7.972,417.76,10/9/2015
-86.17201331,40.96876971,CHURCH17,15/10/09-17:40:57,SOYBEANS,1181,3.215,341.40,1.000,811.57,10/9/2015,On,30.00,Yes,7.074,19.90,3194.6,53.24,2941.3,49.02,In,0.0018,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,2.192,7.972,424.44,10/9/2015
-86.17201727,40.96877866,CHURCH17,15/10/09-17:40:57,SOYBEANS,1182,3.209,341.50,1.000,811.64,10/9/2015,On,30.00,Yes,7.069,20.00,3198.9,53.32,2941.5,49.03,In,-0.00046,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,2.188,7.955,424.14,10/9/2015
-86.17202107,40.96878742,CHURCH17,15/10/09-17:40:57,SOYBEANS,1183,3.169,341.90,1.000,811.70,10/9/2015,On,30.00,Yes,6.551,19.90,3001.1,50.02,2763.1,46.05,In,0.0018,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,2.161,7.858,393.03,10/9/2015
-86.17202482,40.96879637,CHURCH17,15/10/09-17:40:57,SOYBEANS,1184,3.209,342.40,1.000,811.73,10/9/2015,On,30.00,Yes,7.257,20.90,3283.8,54.73,2985.6,49.76,In,0.0018,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,2.188,7.955,435.40,10/9/2015
-86.17202889,40.96880673,CHURCH17,15/10/09-17:40:57,SOYBEANS,1185,3.570,343.50,1.000,811.81,10/9/2015,On,30.00,Yes,8.659,21.70,3522.3,58.70,3170.0,52.83,In,0.0032,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,2.434,8.850,519.54,10/9/2015
-86.17203273,40.96881662,CHURCH17,15/10/09-17:40:57,SOYBEANS,1186,3.612,343.60,1.000,811.93,10/9/2015,On,30.00,Yes,9.024,22.20,3627.4,60.46,3243.8,54.06,In,0.0032,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,2.463,8.956,541.44,10/9/2015
-86.17203678,40.96882693,CHURCH17,15/10/09-17:40:57,SOYBEANS,1187,3.619,343.50,1.000,811.98,10/9/2015,On,30.00,Yes,9.325,20.00,3741.5,62.36,3440.5,57.34,In,0.0036,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,2.467,8.972,559.49,10/9/2015
-86.17204084,40.96883849,CHURCH17,15/10/09-17:40:57,SOYBEANS,1188,4.006,345.10,1.000,812.07,10/9/2015,On,30.00,Yes,11.18,20.60,4053.4,67.56,3699.3,61.66,In,-0.00046,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,2.731,9.932,670.98,10/9/2015
-86.17204467,40.96885004,CHURCH17,15/10/09-17:40:57,SOYBEANS,1189,4.144,346.00,1.000,812.25,10/9/2015,On,27.59,Yes,10.43,21.30,3974.8,66.25,3595.6,59.93,In,1.204,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,20,2.825,9.449,625.96,10/9/2015
