Longitude,Latitude,Field,Dataset,Product,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Protein(%),Fuel Used(gal(US)),Fuel Eff (A)(ac/gal(US)),Eng Power(W),Eng Load(%),Pass Num,Speed(mph),Prod(ac/h),Fuel Con(A)(gal(US)/ac),Fuel Con(T)(gal(US)/h),Fuel Con(M)(gal(US)/lb),Fuel Con(V)(gal(US)/bu),Crop Flw(V)(bu/h),Fuel Eff(mi/gal(US)),Date
-85.11833906,41.46722230,ANITA P0157/P0589,16/11/07-09:34:48,CORN,77,2.552,273.00,1.000,944.51,11/7/2016,On,20.00,Yes,6.874,22.00,5865.6,104.74,5414.4,96.69,In,-0.00045,6553.5,0.0024,0.493,0.00,53.00,2,1.740,4.219,2.029,8.559,0.00035,0.019,441.90,0.203,11/7/2016
-85.11825205,41.46723094,ANITA P0157/P0589,16/11/07-09:34:48,CORN,78,4.009,294.80,1.000,944.25,11/7/2016,On,20.00,Yes,3.459,21.90,1879.3,33.56,1737.0,31.02,In,0.0036,6553.5,0.0024,0.774,0.00,50.00,2,2.734,6.627,1.292,8.559,0.00069,0.038,222.39,0.319,11/7/2016
-85.11826682,41.46723664,ANITA P0157/P0589,16/11/07-09:34:48,CORN,79,4.101,296.70,1.000,944.34,11/7/2016,On,20.00,Yes,6.603,22.00,3506.8,62.62,3237.1,57.80,In,0.00,6553.5,0.0024,0.792,0.00,56.00,2,2.796,6.779,1.263,8.559,0.00036,0.020,424.49,0.327,11/7/2016
-85.11828225,41.46724279,ANITA P0157/P0589,16/11/07-09:34:48,CORN,80,4.829,297.80,1.000,944.50,11/7/2016,On,20.00,Yes,8.573,22.00,3866.4,69.04,3569.0,63.73,In,-2.590e-009,6553.5,0.0024,0.933,0.00,54.00,2,3.293,7.982,1.072,8.559,0.00028,0.016,551.13,0.385,11/7/2016
-85.11829723,41.46724898,ANITA P0157/P0589,16/11/07-09:34:48,CORN,81,4.829,298.90,1.000,944.84,11/7/2016,On,20.00,Yes,10.10,22.00,4553.8,81.32,4203.5,75.06,In,0.0018,6553.5,0.0024,0.933,0.00,55.00,2,3.293,7.982,1.072,8.559,0.00024,0.013,649.11,0.385,11/7/2016
-85.11830749,41.46725330,ANITA P0157/P0589,16/11/07-09:34:48,CORN,82,4.009,300.20,1.000,945.03,11/7/2016,On,20.00,Yes,11.24,22.00,6104.8,109.01,5635.2,100.63,In,0.0041,6553.5,0.0024,0.774,0.00,53.00,2,2.734,6.627,1.292,8.559,0.00021,0.012,722.41,0.319,11/7/2016
-85.11831074,41.46725473,ANITA P0157/P0589,16/11/07-09:34:48,CORN,83,2.096,300.30,1.000,944.92,11/7/2016,On,20.00,Yes,9.759,22.00,10138,181.04,9358.3,167.11,In,0.0032,6553.5,0.0024,0.405,0.00,50.00,2,1.429,3.465,2.470,8.559,0.00024,0.014,627.34,0.167,11/7/2016
-85.11828001,41.46725055,ANITA P0157/P0589,16/11/07-09:34:48,CORN,84,3.645,325.80,1.000,944.69,11/7/2016,On,20.00,Yes,1.072,21.90,640.39,11.44,591.88,10.57,In,0.0032,6553.5,0.0024,0.704,0.00,54.00,2,2.485,6.025,1.421,8.559,0.0022,0.124,68.90,0.290,11/7/2016
-85.11828769,41.46726044,ANITA P0157/P0589,16/11/07-09:34:48,CORN,85,3.645,331.20,1.000,944.86,11/7/2016,On,20.00,Yes,6.646,21.90,3971.2,70.92,3670.5,65.54,In,0.0036,6553.5,0.0024,0.704,0.00,56.00,2,2.485,6.025,1.421,8.559,0.00036,0.020,427.25,0.290,11/7/2016
-85.11829201,41.46726740,ANITA P0157/P0589,16/11/07-09:34:48,CORN,86,3.829,334.40,1.000,944.91,11/7/2016,On,20.00,Yes,10.15,21.90,5772.6,103.08,5335.4,95.27,In,0.00046,6553.5,0.0024,0.739,0.00,54.00,2,2.611,6.328,1.352,8.559,0.00023,0.013,652.35,0.305,11/7/2016
-85.11829776,41.46727780,ANITA P0157/P0589,16/11/07-09:34:48,CORN,87,3.553,338.70,1.000,945.14,11/7/2016,On,20.00,Yes,10.52,21.40,6448.2,115.15,5998.0,107.11,In,-0.00045,6553.5,0.0024,0.686,0.00,59.00,2,2.423,5.873,1.457,8.559,0.00023,0.013,676.25,0.283,11/7/2016
-85.11830119,41.46728532,ANITA P0157/P0589,16/11/07-09:34:48,CORN,88,3.645,341.00,1.000,945.20,11/7/2016,On,20.00,Yes,12.67,19.70,7570.8,135.19,7194.5,128.47,In,0.0036,6553.5,0.0026,0.634,0.00,59.00,2,2.485,6.025,1.579,9.510,0.00021,0.012,814.51,0.261,11/7/2016
-85.11830577,41.46729719,ANITA P0157/P0589,16/11/07-09:34:48,CORN,89,3.917,345.00,1.000,945.46,11/7/2016,On,20.00,Yes,15.30,19.10,8508.2,151.93,8145.7,145.46,In,-0.00045,6553.5,0.0026,0.681,0.00,58.00,2,2.671,6.475,1.469,9.510,0.00017,0.0097,983.75,0.281,11/7/2016
-85.11830904,41.46730806,ANITA P0157/P0589,16/11/07-09:34:48,CORN,90,4.101,347.40,1.000,945.56,11/7/2016,On,20.00,Yes,17.81,19.80,9458.2,168.90,8976.9,160.30,In,0.0036,6553.5,0.0026,0.713,0.00,59.00,2,2.796,6.779,1.403,9.510,0.00015,0.0083,1144.9,0.294,11/7/2016
-85.11831216,41.46732088,ANITA P0157/P0589,16/11/07-09:34:48,CORN,91,4.738,350.20,1.000,945.76,11/7/2016,On,20.00,Yes,20.47,20.30,9410.1,168.04,8875.6,158.49,In,0.0018,6553.5,0.0026,0.823,0.00,68.00,2,3.230,7.831,1.214,9.510,0.00013,0.0072,1315.8,0.340,11/7/2016
-85.11831442,41.46733461,ANITA P0157/P0589,16/11/07-09:34:48,CORN,92,5.285,352.80,1.000,946.11,11/7/2016,On,20.00,Yes,23.27,20.40,9590.8,171.26,9034.7,161.33,In,-0.00045,6553.5,0.0032,0.766,0.00,64.00,2,3.604,8.736,1.306,11.41,0.00014,0.0076,1496.2,0.316,11/7/2016
-85.11831640,41.46734854,ANITA P0157/P0589,16/11/07-09:34:48,CORN,93,5.285,353.50,1.000,946.36,11/7/2016,On,20.00,Yes,24.14,19.50,9946.5,177.62,9475.6,169.21,In,0.0018,6553.5,0.0032,0.766,0.00,65.00,2,3.604,8.736,1.306,11.41,0.00013,0.0074,1551.7,0.316,11/7/2016
-85.11831839,41.46736386,ANITA P0157/P0589,16/11/07-09:34:48,CORN,94,5.650,353.90,1.000,946.56,11/7/2016,On,20.00,Yes,28.84,19.70,11119,198.56,10566,188.69,In,0.0032,6553.5,0.0032,0.818,0.00,68.00,2,3.852,9.338,1.222,11.41,0.00011,0.0062,1854.1,0.338,11/7/2016
-85.11832020,41.46737900,ANITA P0157/P0589,16/11/07-09:34:48,CORN,95,5.741,354.00,1.000,946.72,11/7/2016,On,20.00,Yes,31.74,19.90,12039,214.98,11412,203.79,In,0.0018,6553.5,0.0032,0.832,0.00,69.00,2,3.915,9.490,1.203,11.41,9.989e-005,0.0056,2040.2,0.343,11/7/2016
-85.11832220,41.46739462,ANITA P0157/P0589,16/11/07-09:34:48,CORN,96,5.741,353.90,1.000,946.89,11/7/2016,On,20.00,Yes,31.13,19.50,11809,210.88,11250,200.89,In,0.0032,6553.5,0.0034,0.768,0.00,67.00,2,3.915,9.490,1.303,12.36,0.00011,0.0062,2001.2,0.317,11/7/2016
-85.11832416,41.46740936,ANITA P0157/P0589,16/11/07-09:34:48,CORN,97,5.833,353.90,1.000,947.15,11/7/2016,On,20.00,Yes,31.20,19.80,11649,208.02,11056,197.43,In,0.00046,6553.5,0.0034,0.780,0.00,70.00,2,3.977,9.642,1.282,12.36,0.00011,0.0062,2005.7,0.322,11/7/2016
-85.11832613,41.46742511,ANITA P0157/P0589,16/11/07-09:34:48,CORN,98,5.833,353.60,1.000,947.39,11/7/2016,On,20.00,Yes,29.06,20.40,10849,193.74,10220,182.51,In,0.0041,6553.5,0.0034,0.780,0.00,72.00,2,3.977,9.642,1.282,12.36,0.00012,0.0066,1868.0,0.322,11/7/2016
-85.11832831,41.46744017,ANITA P0157/P0589,16/11/07-09:34:48,CORN,99,5.741,353.20,1.000,947.59,11/7/2016,On,20.00,Yes,28.73,19.20,10900,194.65,10423,186.12,In,0.0032,6553.5,0.0034,0.768,0.00,69.00,2,3.915,9.490,1.303,12.36,0.00012,0.0067,1847.2,0.317,11/7/2016
-85.11833081,41.46745590,ANITA P0157/P0589,16/11/07-09:34:48,CORN,100,5.833,353.00,1.000,947.88,11/7/2016,On,20.00,Yes,28.32,19.00,10572,188.79,10134,180.97,In,0.00,6553.5,0.0034,0.780,0.00,69.00,2,3.977,9.642,1.282,12.36,0.00012,0.0068,1820.3,0.322,11/7/2016
-85.11833337,41.46747115,ANITA P0157/P0589,16/11/07-09:34:48,CORN,101,5.833,353.00,1.000,948.19,11/7/2016,On,20.00,Yes,27.04,19.20,10097,180.30,9654.5,172.40,In,-4.134e-015,6553.5,0.0034,0.780,0.00,70.00,2,3.977,9.642,1.282,12.36,0.00013,0.0071,1738.4,0.322,11/7/2016
-85.11833591,41.46748637,ANITA P0157/P0589,16/11/07-09:34:48,CORN,102,5.833,353.00,1.000,948.50,11/7/2016,On,20.00,Yes,25.56,19.30,9545.0,170.45,9115.8,162.78,In,0.0018,6553.5,0.0034,0.780,0.00,72.00,2,3.977,9.642,1.282,12.36,0.00013,0.0075,1643.4,0.322,11/7/2016
-85.11833827,41.46750139,ANITA P0157/P0589,16/11/07-09:34:48,CORN,103,5.741,353.90,1.000,948.71,11/7/2016,On,20.00,Yes,29.77,18.20,11294,201.68,10933,195.23,In,0.00046,6553.5,0.0034,0.768,0.00,72.00,2,3.915,9.490,1.303,12.36,0.00012,0.0065,1913.9,0.317,11/7/2016
-85.11834057,41.46751683,ANITA P0157/P0589,16/11/07-09:34:48,CORN,104,5.925,353.60,1.000,948.98,11/7/2016,On,20.00,Yes,27.98,18.40,10286,183.67,9932.5,177.37,In,0.0018,6553.5,0.0034,0.792,0.00,70.00,2,4.040,9.794,1.262,12.36,0.00012,0.0069,1798.8,0.327,11/7/2016
-85.11834305,41.46753321,ANITA P0157/P0589,16/11/07-09:34:48,CORN,105,5.833,353.30,1.000,949.06,11/7/2016,On,20.00,Yes,30.21,18.60,11279,201.41,10865,194.02,In,-0.00045,6553.5,0.0034,0.780,0.00,72.00,2,3.977,9.642,1.282,12.36,0.00011,0.0064,1942.0,0.322,11/7/2016
-85.11834558,41.46754965,ANITA P0157/P0589,16/11/07-09:34:48,CORN,106,6.014,353.30,1.000,949.27,11/7/2016,On,20.00,Yes,35.39,18.60,12815,228.85,12345,220.45,In,0.00,6553.5,0.0034,0.804,0.00,70.00,2,4.100,9.940,1.244,12.36,9.705e-005,0.0054,2274.8,0.332,11/7/2016
-85.11834800,41.46756576,ANITA P0157/P0589,16/11/07-09:34:48,CORN,107,6.106,353.80,1.000,949.31,11/7/2016,On,20.00,Yes,27.18,18.60,9696.1,173.15,9340.4,166.79,In,0.00046,6553.5,0.0034,0.816,0.00,70.00,2,4.163,10.09,1.225,12.36,0.00013,0.0071,1747.4,0.337,11/7/2016
-85.11835020,41.46758181,ANITA P0157/P0589,16/11/07-09:34:48,CORN,108,6.014,354.30,1.000,949.49,11/7/2016,On,20.00,Yes,26.05,18.40,9433.6,168.46,9109.9,162.68,In,0.0018,6553.5,0.0034,0.804,0.00,65.00,2,4.100,9.940,1.244,12.36,0.00013,0.0074,1674.5,0.332,11/7/2016
-85.11835229,41.46759781,ANITA P0157/P0589,16/11/07-09:34:48,CORN,109,5.925,354.90,1.000,949.61,11/7/2016,On,20.00,Yes,35.08,18.70,12895,230.27,12407,221.55,In,-0.00045,6553.5,0.0034,0.792,0.00,69.00,2,4.040,9.794,1.262,12.36,9.789e-005,0.0055,2255.2,0.327,11/7/2016
-85.11835395,41.46761264,ANITA P0157/P0589,16/11/07-09:34:48,CORN,110,5.833,355.30,1.000,949.66,11/7/2016,On,20.00,Yes,31.94,18.60,11927,212.97,11489,205.16,In,0.0036,6553.5,0.0032,0.845,0.00,64.00,2,3.977,9.642,1.184,11.41,9.924e-005,0.0056,2053.5,0.349,11/7/2016
-85.11835564,41.46762876,ANITA P0157/P0589,16/11/07-09:34:48,CORN,111,5.833,356.00,1.000,949.63,11/7/2016,On,20.00,Yes,29.47,18.30,11002,196.47,10637,189.96,In,0.0032,6553.5,0.0032,0.845,0.00,67.00,2,3.977,9.642,1.184,11.41,0.00011,0.0060,1894.3,0.349,11/7/2016
-85.11835679,41.46764425,ANITA P0157/P0589,16/11/07-09:34:48,CORN,112,5.741,357.60,1.000,949.66,11/7/2016,On,20.00,Yes,27.41,18.70,10399,185.70,10005,178.66,In,0.0018,6553.5,0.0032,0.832,0.00,68.00,2,3.915,9.490,1.203,11.41,0.00012,0.0065,1762.3,0.343,11/7/2016
-85.11835742,41.46765888,ANITA P0157/P0589,16/11/07-09:34:48,CORN,113,5.558,358.00,1.000,949.68,11/7/2016,On,20.00,Yes,22.93,18.80,8985.3,160.45,8634.4,154.19,In,0.0036,6553.5,0.0032,0.805,0.00,63.00,2,3.789,9.186,1.242,11.41,0.00014,0.0077,1474.0,0.332,11/7/2016
-85.11835816,41.46767269,ANITA P0157/P0589,16/11/07-09:34:48,CORN,114,5.285,358.00,1.000,949.70,11/7/2016,On,20.00,Yes,23.40,18.30,9642.8,172.19,9323.3,166.49,In,0.0036,6553.5,0.0029,0.835,0.00,67.00,2,3.604,8.736,1.197,10.46,0.00012,0.0070,1504.3,0.344,11/7/2016
-85.11835882,41.46768747,ANITA P0157/P0589,16/11/07-09:34:48,CORN,115,5.285,358.20,1.000,949.52,11/7/2016,On,20.00,Yes,24.17,18.20,9958.0,177.82,9639.9,172.14,In,0.0032,6553.5,0.0032,0.766,0.00,65.00,2,3.604,8.736,1.306,11.41,0.00013,0.0073,1553.5,0.316,11/7/2016
-85.11835929,41.46770073,ANITA P0157/P0589,16/11/07-09:34:48,CORN,116,5.105,358.70,1.000,949.53,11/7/2016,On,20.00,Yes,21.08,17.80,8993.0,160.59,8748.2,156.22,In,0.00046,6553.5,0.0029,0.807,0.00,67.00,2,3.481,8.438,1.240,10.46,0.00014,0.0077,1355.0,0.333,11/7/2016
-85.11835957,41.46770829,ANITA P0157/P0589,16/11/07-09:34:48,CORN,117,4.009,358.70,1.000,949.56,11/7/2016,On,20.00,Yes,18.86,17.70,10248,182.99,9980.7,178.23,In,0.0036,6553.5,0.0026,0.697,0.00,53.00,2,2.734,6.627,1.435,9.510,0.00014,0.0078,1212.6,0.287,11/7/2016
-85.11835985,41.46772040,ANITA P0157/P0589,16/11/07-09:34:48,CORN,118,3.829,359.30,1.000,949.57,11/7/2016,On,20.00,Yes,18.54,18.30,10548,188.35,10198,182.11,In,0.00,6553.5,0.0026,0.665,0.00,61.00,2,2.611,6.328,1.503,9.510,0.00014,0.0080,1192.0,0.274,11/7/2016
-85.11835989,41.46772868,ANITA P0157/P0589,16/11/07-09:34:48,CORN,119,3.829,359.70,1.000,949.53,11/7/2016,On,20.00,Yes,15.41,18.60,8764.6,156.51,8443.1,150.77,In,0.0018,6553.5,0.0029,0.605,0.00,61.00,2,2.611,6.328,1.653,10.46,0.00019,0.011,990.48,0.250,11/7/2016
-85.11835985,41.46774084,ANITA P0157/P0589,16/11/07-09:34:48,CORN,120,3.829,0.200,1.000,949.53,11/7/2016,On,20.00,Yes,17.06,18.70,9704.9,173.30,9337.4,166.74,In,0.0041,6553.5,0.0026,0.665,0.00,59.00,2,2.611,6.328,1.503,9.510,0.00015,0.0087,1096.7,0.274,11/7/2016
-85.11835960,41.46774944,ANITA P0157/P0589,16/11/07-09:34:48,CORN,121,3.917,1.300,1.000,949.52,11/7/2016,On,20.00,Yes,14.31,18.70,7955.3,142.06,7654.0,136.68,In,0.0036,6553.5,0.0026,0.681,0.00,56.00,2,2.671,6.475,1.469,9.510,0.00018,0.010,919.81,0.281,11/7/2016
-85.11835915,41.46776074,ANITA P0157/P0589,16/11/07-09:34:48,CORN,122,3.645,2.500,1.000,949.45,11/7/2016,On,20.00,Yes,9.969,18.20,5956.7,106.37,5766.3,102.97,In,0.0036,6553.5,0.0024,0.704,0.00,55.00,2,2.485,6.025,1.421,8.559,0.00024,0.013,640.85,0.290,11/7/2016
-85.11835875,41.46776723,ANITA P0157/P0589,16/11/07-09:34:48,CORN,123,3.097,2.500,1.000,949.46,11/7/2016,On,20.00,Yes,14.02,18.30,9858.9,176.05,9532.2,170.22,In,0.00,6553.5,0.0024,0.598,0.00,58.00,2,2.112,5.119,1.672,8.559,0.00017,0.0095,901.24,0.247,11/7/2016
-85.11835814,41.46777805,ANITA P0157/P0589,16/11/07-09:34:48,CORN,124,3.281,2.800,1.000,949.34,11/7/2016,On,20.00,Yes,16.78,18.30,11138,198.89,10769,192.30,In,0.0018,6553.5,0.0026,0.570,0.00,55.00,2,2.237,5.423,1.754,9.510,0.00016,0.0088,1078.5,0.235,11/7/2016
-85.11835775,41.46778496,ANITA P0157/P0589,16/11/07-09:34:48,CORN,125,3.281,2.600,1.000,949.36,11/7/2016,On,20.00,Yes,10.01,18.40,6645.5,118.67,6417.4,114.60,In,0.00046,6553.5,0.0024,0.634,0.00,54.00,2,2.237,5.423,1.578,8.559,0.00024,0.013,643.52,0.261,11/7/2016
-85.11835716,41.46779455,ANITA P0157/P0589,16/11/07-09:34:48,CORN,126,3.189,2.700,1.000,949.46,11/7/2016,On,20.00,Yes,6.401,18.50,4372.1,78.07,4216.8,75.30,In,0.0018,6553.5,0.0024,0.616,0.00,56.00,2,2.174,5.271,1.624,8.559,0.00037,0.021,411.52,0.254,11/7/2016
-85.11839617,41.46776655,ANITA P0157/P0589,16/11/07-09:34:48,CORN,127,4.829,181.30,1.000,949.09,11/7/2016,On,20.00,Yes,8.517,20.20,3840.9,68.59,3627.3,64.77,In,0.0018,6553.5,0.0024,0.933,0.00,56.00,2,3.293,7.982,1.072,8.559,0.00028,0.016,547.50,0.385,11/7/2016
-85.11839635,41.46775172,ANITA P0157/P0589,16/11/07-09:34:48,CORN,128,5.741,180.70,1.000,949.20,11/7/2016,On,20.00,Yes,9.594,20.20,3639.3,64.99,3436.9,61.37,In,-4.134e-015,6553.5,0.0024,1.109,0.00,61.00,2,3.915,9.490,0.902,8.559,0.00025,0.014,616.73,0.457,11/7/2016
-85.11839606,41.46773456,ANITA P0157/P0589,16/11/07-09:34:48,CORN,129,6.470,179.70,1.000,949.20,11/7/2016,On,20.00,Yes,9.024,20.20,3037.8,54.25,2868.8,51.23,In,-2.590e-009,6553.5,0.0026,1.124,0.00,58.00,2,4.411,10.69,0.889,9.510,0.00029,0.016,580.10,0.464,11/7/2016
-85.11839566,41.46771708,ANITA P0157/P0589,16/11/07-09:34:48,CORN,130,6.470,179.80,1.000,949.26,11/7/2016,On,20.00,Yes,9.177,19.60,3089.5,55.17,2939.6,52.49,In,0.0036,6553.5,0.0026,1.124,0.00,59.00,2,4.411,10.69,0.889,9.510,0.00029,0.016,589.98,0.464,11/7/2016
-85.11839506,41.46769767,ANITA P0157/P0589,16/11/07-09:34:48,CORN,131,7.198,179.50,1.000,949.27,11/7/2016,On,20.00,Yes,11.08,18.50,3352.6,59.87,3233.6,57.74,In,0.00046,6553.5,0.0026,1.251,0.00,59.00,2,4.908,11.90,0.799,9.510,0.00024,0.013,712.29,0.516,11/7/2016
-85.11839451,41.46767805,ANITA P0157/P0589,16/11/07-09:34:48,CORN,132,7.198,179.10,1.000,949.24,11/7/2016,On,20.00,Yes,11.85,18.60,3585.9,64.03,3454.3,61.68,In,0.0032,6553.5,0.0026,1.251,0.00,56.00,2,4.908,11.90,0.799,9.510,0.00022,0.012,761.85,0.516,11/7/2016
-85.11839340,41.46765868,ANITA P0157/P0589,16/11/07-09:34:48,CORN,133,7.198,177.90,1.000,949.12,11/7/2016,On,20.00,Yes,12.31,18.70,3726.1,66.54,3585.0,64.02,In,-2.590e-009,6553.5,0.0026,1.251,0.00,56.00,2,4.908,11.90,0.799,9.510,0.00021,0.012,791.65,0.516,11/7/2016
-85.11839205,41.46763820,ANITA P0157/P0589,16/11/07-09:34:48,CORN,134,7.654,177.40,1.000,949.12,11/7/2016,On,20.00,Yes,13.52,18.90,3847.7,68.71,3692.9,65.94,In,-0.00045,6553.5,0.0026,1.330,0.00,63.00,2,5.219,12.65,0.752,9.510,0.00020,0.011,869.28,0.549,11/7/2016
-85.11839012,41.46761719,ANITA P0157/P0589,16/11/07-09:34:48,CORN,135,7.838,176.20,1.000,949.05,11/7/2016,On,20.00,Yes,13.48,19.00,3745.0,66.88,3589.9,64.11,In,-2.590e-009,6553.5,0.0029,1.238,0.00,58.00,2,5.344,12.96,0.807,10.46,0.00022,0.012,866.38,0.511,11/7/2016
-85.11838792,41.46759626,ANITA P0157/P0589,16/11/07-09:34:48,CORN,136,7.746,176.20,1.000,948.96,11/7/2016,On,20.00,Yes,14.28,19.20,4015.6,71.71,3839.7,68.57,In,0.0036,6553.5,0.0026,1.346,0.00,58.00,2,5.281,12.80,0.743,9.510,0.00018,0.010,918.08,0.555,11/7/2016
-85.11838575,41.46757545,ANITA P0157/P0589,16/11/07-09:34:48,CORN,137,7.746,175.30,1.000,948.88,11/7/2016,On,20.00,Yes,15.13,19.20,4252.9,75.95,4066.7,72.62,In,-2.590e-009,6553.5,0.0026,1.346,0.00,58.00,2,5.281,12.80,0.743,9.510,0.00017,0.0098,972.35,0.555,11/7/2016
-85.11838319,41.46755541,ANITA P0157/P0589,16/11/07-09:34:48,CORN,138,7.110,174.30,1.000,948.63,11/7/2016,On,20.00,Yes,15.94,19.40,4883.1,87.20,4657.7,83.17,In,0.0032,6553.5,0.0026,1.236,0.00,54.00,2,4.847,11.75,0.809,9.510,0.00017,0.0093,1024.7,0.510,11/7/2016
-85.11838104,41.46754107,ANITA P0157/P0589,16/11/07-09:34:48,CORN,139,5.377,173.30,1.000,948.59,11/7/2016,On,20.00,Yes,15.24,19.60,6171.1,110.20,5871.6,104.85,In,0.0036,6553.5,0.0024,1.038,0.00,49.00,2,3.666,8.888,0.963,8.559,0.00016,0.0087,979.44,0.428,11/7/2016
-85.11837883,41.46752767,ANITA P0157/P0589,16/11/07-09:34:48,CORN,140,5.013,172.80,1.000,948.39,11/7/2016,On,20.00,Yes,15.88,19.70,6897.5,123.17,6554.7,117.05,In,0.0018,6553.5,0.0024,0.968,0.00,54.00,2,3.418,8.286,1.033,8.559,0.00015,0.0084,1020.6,0.399,11/7/2016
-85.11837650,41.46751383,ANITA P0157/P0589,16/11/07-09:34:48,CORN,141,5.105,173.00,1.000,948.24,11/7/2016,On,20.00,Yes,12.91,19.80,5506.4,98.33,5226.1,93.32,In,0.0036,6553.5,0.0024,0.986,0.00,53.00,2,3.481,8.438,1.014,8.559,0.00018,0.010,829.69,0.407,11/7/2016
-85.11837428,41.46750014,ANITA P0157/P0589,16/11/07-09:34:48,CORN,142,5.194,173.10,1.000,948.05,11/7/2016,On,20.00,Yes,14.20,19.90,5955.5,106.35,5645.4,100.81,In,-2.590e-009,6553.5,0.0024,1.003,0.00,54.00,2,3.541,8.584,0.997,8.559,0.00017,0.0094,912.94,0.414,11/7/2016
-85.11837189,41.46748606,ANITA P0157/P0589,16/11/07-09:34:48,CORN,143,5.105,172.70,1.000,947.80,11/7/2016,On,20.00,Yes,14.48,19.80,6179.2,110.34,5864.8,104.73,In,0.00046,6553.5,0.0024,0.986,0.00,51.00,2,3.481,8.438,1.014,8.559,0.00016,0.0092,931.07,0.407,11/7/2016
-85.11836969,41.46747227,ANITA P0157/P0589,16/11/07-09:34:48,CORN,144,5.194,172.90,1.000,947.55,11/7/2016,On,20.00,Yes,12.57,18.20,5270.9,94.12,5102.5,91.12,In,-0.00045,6553.5,0.0024,1.003,0.00,50.00,2,3.541,8.584,0.997,8.559,0.00019,0.011,808.00,0.414,11/7/2016
-85.11836745,41.46745820,ANITA P0157/P0589,16/11/07-09:34:48,CORN,145,5.285,172.70,1.000,947.36,11/7/2016,On,20.00,Yes,12.92,17.40,5324.5,95.08,5204.8,92.94,In,0.00046,6553.5,0.0024,1.021,0.00,50.00,2,3.604,8.736,0.980,8.559,0.00018,0.010,830.65,0.421,11/7/2016
-85.11836515,41.46744407,ANITA P0157/P0589,16/11/07-09:34:48,CORN,146,5.105,172.80,1.000,947.14,11/7/2016,On,20.00,Yes,13.35,17.80,5694.1,101.68,5539.1,98.91,In,0.0041,6553.5,0.0024,0.986,0.00,50.00,2,3.481,8.438,1.014,8.559,0.00018,0.0100,857.97,0.407,11/7/2016
-85.11836290,41.46742998,ANITA P0157/P0589,16/11/07-09:34:48,CORN,147,5.194,173.00,1.000,946.85,11/7/2016,On,20.00,Yes,13.31,18.20,5582.0,99.68,5403.6,96.49,In,0.0018,6553.5,0.0024,1.003,0.00,50.00,2,3.541,8.584,0.997,8.559,0.00018,0.010,855.67,0.414,11/7/2016
-85.11836069,41.46741563,ANITA P0157/P0589,16/11/07-09:34:48,CORN,148,5.285,173.40,1.000,946.64,11/7/2016,On,10.00,Yes,14.83,18.30,12222,218.25,11817,211.02,In,4.993,6553.5,0.0024,0.510,0.00,50.00,2,3.604,4.368,1.959,8.559,0.00016,0.0090,953.34,0.421,11/7/2016
-85.11835887,41.46740153,ANITA P0157/P0589,16/11/07-09:34:48,CORN,149,5.285,174.70,1.000,946.46,11/7/2016,On,10.00,Yes,14.01,18.30,11549,206.23,11166,199.40,In,4.994,6553.5,0.0024,0.510,0.00,51.00,2,3.604,4.368,1.959,8.559,0.00017,0.0095,900.84,0.421,11/7/2016
-85.11835737,41.46738722,ANITA P0157/P0589,16/11/07-09:34:48,CORN,150,5.377,175.60,1.000,946.29,11/7/2016,On,10.00,Yes,11.35,18.40,9194.6,164.19,8879.0,158.55,In,4.994,6553.5,0.0024,0.519,0.00,51.00,2,3.666,4.444,1.926,8.559,0.00021,0.012,729.66,0.428,11/7/2016
-85.11835611,41.46737290,ANITA P0157/P0589,16/11/07-09:34:48,CORN,151,5.377,175.20,1.000,946.14,11/7/2016,On,10.00,Yes,15.97,18.50,12940,231.08,12481,222.88,In,4.993,6553.5,0.0024,0.519,0.00,51.00,2,3.666,4.444,1.926,8.559,0.00015,0.0083,1026.9,0.428,11/7/2016
-85.11835453,41.46735762,ANITA P0157/P0589,16/11/07-09:34:48,CORN,152,5.741,175.30,1.000,945.78,11/7/2016,On,10.00,Yes,14.42,18.60,10942,195.40,10541,188.23,In,4.993,6553.5,0.0024,0.554,0.00,55.00,2,3.915,4.745,1.804,8.559,0.00016,0.0092,927.17,0.457,11/7/2016
-85.11835280,41.46734012,ANITA P0157/P0589,16/11/07-09:34:48,CORN,153,6.562,175.50,1.000,945.58,11/7/2016,On,10.00,Yes,14.45,18.50,9592.4,171.29,9251.8,165.21,In,4.993,6553.5,0.0024,0.634,0.00,56.00,2,4.474,5.423,1.578,8.559,0.00016,0.0092,928.89,0.523,11/7/2016
-85.11835081,41.46732231,ANITA P0157/P0589,16/11/07-09:34:48,CORN,154,6.654,174.50,1.000,945.32,11/7/2016,On,10.00,Yes,14.30,17.30,9361.1,167.16,9161.7,163.60,In,4.993,6553.5,0.0026,0.578,0.00,51.00,2,4.537,5.499,1.730,9.510,0.00018,0.010,919.19,0.477,11/7/2016
