Longitude,Latitude,Field,Dataset,Product - Name,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Sky Cond,Wind Speed(mph),Wind Dir,Air Temp(¡F),Humidity(%),Soil Tex,Soil Cond,Soil Moist,Crop Resid,Nozzle PN,Pass Num,Speed(mph),Prod(ac/h),Crop Flw(V)(bu/h),Date
-86.16892778,40.96845077,CHURCH17,15/10/09-17:40:57,SOYBEANS,611,5.318,180.3,1,829.49,10/9/15,On,30,Yes,14.03,13.9,3830.6,63.84,3791,63.18,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.626,13.19,841.83,10/9/15
-86.1689278,40.96843457,CHURCH17,15/10/09-17:40:57,SOYBEANS,612,5.482,180,1,829.5,10/9/15,On,30,Yes,14.98,13.4,3967.9,66.13,3949.7,65.83,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.738,13.59,898.9,10/9/15
-86.16892811,40.9684183,CHURCH17,15/10/09-17:40:57,SOYBEANS,613,5.449,180.8,1,829.37,10/9/15,On,30,Yes,13.98,13.6,3725.1,62.08,3699.4,61.66,In,2.59E-09,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.716,13.51,838.83,10/9/15
-86.16892829,40.9684024,CHURCH17,15/10/09-17:40:57,SOYBEANS,614,5.43,180.5,1,829.37,10/9/15,On,30,Yes,12.99,14,3474.1,57.9,3434.1,57.24,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.702,13.46,779.48,10/9/15
-86.16892805,40.96838626,CHURCH17,15/10/09-17:40:57,SOYBEANS,615,5.476,179.4,1,829.41,10/9/15,On,30,Yes,13.91,13.9,3688.8,61.48,3650.6,60.84,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.733,13.58,834.66,10/9/15
-86.16892781,40.96836929,CHURCH17,15/10/09-17:40:57,SOYBEANS,616,5.591,179.4,1,829.2,10/9/15,On,30,Yes,14.05,13.4,3647.9,60.8,3631.2,60.52,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.812,13.86,842.72,10/9/15
-86.16892792,40.96835299,CHURCH17,15/10/09-17:40:57,SOYBEANS,617,5.666,180.3,1,829.24,10/9/15,On,30,Yes,13.88,13.5,3556.4,59.27,3536,58.93,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.863,14.05,832.66,10/9/15
-86.16892811,40.9683361,CHURCH17,15/10/09-17:40:57,SOYBEANS,618,5.761,180.5,1,829.19,10/9/15,On,30,Yes,15.34,13.9,3865.5,64.43,3825.5,63.76,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.928,14.28,920.24,10/9/15
-86.16892915,40.96831899,CHURCH17,15/10/09-17:40:57,SOYBEANS,619,5.692,182.6,1,829.04,10/9/15,On,30,Yes,14.86,14,3789.3,63.16,3745.8,62.43,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.881,14.11,891.32,10/9/15
-86.16892988,40.96830212,CHURCH17,15/10/09-17:40:57,SOYBEANS,620,5.722,181.9,1,828.9,10/9/15,On,30,Yes,14.67,13.7,3722,62.03,3692,61.53,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.901,14.19,880.01,10/9/15
-86.16892967,40.96828559,CHURCH17,15/10/09-17:40:57,SOYBEANS,621,5.676,179.5,1,828.82,10/9/15,On,30,Yes,13.5,13.6,3454,57.57,3430.2,57.17,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.87,14.07,810.1,10/9/15
-86.1689302,40.96827112,CHURCH17,15/10/09-17:40:57,SOYBEANS,622,5.128,181.6,1,828.76,10/9/15,On,30,Yes,12.48,13.9,3533.1,58.88,3496.5,58.28,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.496,12.71,748.66,10/9/15
-86.16893422,40.96825846,CHURCH17,15/10/09-17:40:57,SOYBEANS,623,4.452,193.5,1,828.65,10/9/15,On,30,Yes,13.2,13.8,4304.6,71.74,4265,71.08,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.036,11.04,791.92,10/9/15
-86.16893973,40.96824547,CHURCH17,15/10/09-17:40:57,SOYBEANS,624,4.701,197.7,1,828.63,10/9/15,On,30,Yes,12.47,13.4,3852.7,64.21,3835,63.92,In,0,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.206,11.66,748.47,10/9/15
-86.16894202,40.96823304,CHURCH17,15/10/09-17:40:57,SOYBEANS,625,4.426,187.9,1,828.46,10/9/15,On,30,Yes,11.4,13.6,3738.7,62.31,3713,61.88,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.018,10.97,683.76,10/9/15
-86.16894168,40.96821995,CHURCH17,15/10/09-17:40:57,SOYBEANS,626,4.314,178.9,1,828.44,10/9/15,On,30,Yes,11.54,13.8,3883.1,64.72,3847.4,64.12,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,2.942,10.7,692.27,10/9/15
-86.16893905,40.96820674,CHURCH17,15/10/09-17:40:57,SOYBEANS,627,4.524,171.5,1,828.32,10/9/15,On,30,Yes,12.11,13.6,3885.5,64.76,3858.7,64.31,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.085,11.22,726.4,10/9/15
-86.16893606,40.96819281,CHURCH17,15/10/09-17:40:57,SOYBEANS,628,4.718,170.8,1,828.14,10/9/15,On,30,Yes,12.1,13.5,3722.6,62.04,3701.2,61.69,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.217,11.7,725.72,10/9/15
-86.16893508,40.96817858,CHURCH17,15/10/09-17:40:57,SOYBEANS,629,4.797,177,1,827.95,10/9/15,On,30,Yes,12.4,13.9,3752.7,62.55,3713.9,61.9,In,-4.20E-15,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.27,11.89,743.81,10/9/15
-86.16893479,40.96816384,CHURCH17,15/10/09-17:40:57,SOYBEANS,630,4.925,179.2,1,827.78,10/9/15,On,30,Yes,13.06,13.9,3850.7,64.18,3810.8,63.51,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.358,12.21,783.58,10/9/15
-86.16893438,40.96814905,CHURCH17,15/10/09-17:40:57,SOYBEANS,631,5.079,178.8,1,827.61,10/9/15,On,30,Yes,13.25,13.5,3786.7,63.11,3765,62.75,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.463,12.59,794.7,10/9/15
-86.16893359,40.96813386,CHURCH17,15/10/09-17:40:57,SOYBEANS,632,5.18,177.7,1,827.44,10/9/15,On,30,Yes,14.71,13.6,4121.6,68.69,4093.2,68.22,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.532,12.84,882.3,10/9/15
-86.16893332,40.96811815,CHURCH17,15/10/09-17:40:57,SOYBEANS,633,5.374,179.3,1,827.24,10/9/15,On,30,Yes,13.36,13.9,3609.7,60.16,3572.3,59.54,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.664,13.32,801.59,10/9/15
-86.16893312,40.9681022,CHURCH17,15/10/09-17:40:57,SOYBEANS,634,5.459,179.5,1,827.06,10/9/15,On,30,Yes,13.49,13.6,3586.9,59.78,3562.2,59.37,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.722,13.54,809.18,10/9/15
-86.16893187,40.96808621,CHURCH17,15/10/09-17:40:57,SOYBEANS,635,5.443,176.6,1,826.91,10/9/15,On,30,Yes,14.37,13.4,3833.3,63.89,3815.7,63.59,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.711,13.49,862.15,10/9/15
-86.16893055,40.96807041,CHURCH17,15/10/09-17:40:57,SOYBEANS,636,5.43,176.4,1,826.81,10/9/15,On,30,Yes,14.01,13.6,3746,62.43,3720.1,62,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.702,13.46,840.48,10/9/15
-86.16892998,40.96805452,CHURCH17,15/10/09-17:40:57,SOYBEANS,637,5.446,178.5,1,826.67,10/9/15,On,30,Yes,13.84,13.6,3688.9,61.48,3663.4,61.06,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.713,13.5,830.17,10/9/15
-86.16892985,40.96803859,CHURCH17,15/10/09-17:40:57,SOYBEANS,638,5.446,179.6,1,826.52,10/9/15,On,30,Yes,14.71,13,3921.6,65.36,3921.6,65.36,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.713,13.5,882.56,10/9/15
-86.16893029,40.96802286,CHURCH17,15/10/09-17:40:57,SOYBEANS,639,5.443,181.2,1,826.43,10/9/15,On,30,Yes,13.78,13.1,3676.7,61.28,3672.5,61.21,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.711,13.49,826.95,10/9/15
-86.16893023,40.96800666,CHURCH17,15/10/09-17:40:57,SOYBEANS,640,5.469,179.8,1,826.31,10/9/15,On,30,Yes,12.48,13.5,3313.3,55.22,3294.2,54.9,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.729,13.56,748.79,10/9/15
-86.16893038,40.96799072,CHURCH17,15/10/09-17:40:57,SOYBEANS,641,5.469,180.4,1,826.19,10/9/15,On,30,Yes,13.28,13.4,3524.9,58.75,3508.7,58.48,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.729,13.56,796.61,10/9/15
-86.16893074,40.96797463,CHURCH17,15/10/09-17:40:57,SOYBEANS,642,5.407,181,1,826.06,10/9/15,On,30,Yes,13.36,12.9,3586.9,59.78,3586.9,59.78,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.686,13.41,801.4,10/9/15
-86.1689307,40.96795839,CHURCH17,15/10/09-17:40:57,SOYBEANS,643,5.614,179.9,1,826.06,10/9/15,On,30,Yes,14.2,13.1,3671.8,61.2,3667.6,61.13,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.827,13.92,851.72,10/9/15
-86.1689312,40.96794124,CHURCH17,15/10/09-17:40:57,SOYBEANS,644,5.814,181.3,1,825.89,10/9/15,On,30,Yes,13.93,13.4,3478,57.97,3462,57.7,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.964,14.41,835.53,10/9/15
-86.16893159,40.96792407,CHURCH17,15/10/09-17:40:57,SOYBEANS,645,5.797,181,1,825.79,10/9/15,On,30,Yes,14.39,13.1,3604.7,60.08,3600.5,60.01,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.953,14.37,863.51,10/9/15
-86.16893195,40.96790731,CHURCH17,15/10/09-17:40:57,SOYBEANS,646,5.804,180.9,1,825.54,10/9/15,On,30,Yes,13.49,13.2,3374.6,56.24,3366.8,56.11,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.957,14.39,809.31,10/9/15
-86.16893181,40.96789041,CHURCH17,15/10/09-17:40:57,SOYBEANS,647,5.797,179.7,1,825.55,10/9/15,On,30,Yes,13.28,13.6,3327.1,55.45,3304.2,55.07,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.953,14.37,797.03,10/9/15
-86.16893137,40.96787345,CHURCH17,15/10/09-17:40:57,SOYBEANS,648,5.794,178.9,1,825.49,10/9/15,On,30,Yes,13.51,13.8,3384.5,56.41,3353.3,55.89,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.95,14.37,810.3,10/9/15
-86.1689315,40.9678563,CHURCH17,15/10/09-17:40:57,SOYBEANS,649,5.85,180.3,1,825.43,10/9/15,On,30,Yes,13.5,13.3,3350,55.83,3338.5,55.64,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.988,14.5,809.79,10/9/15
-86.16893108,40.96783955,CHURCH17,15/10/09-17:40:57,SOYBEANS,650,5.781,178.9,1,825.5,10/9/15,On,30,Yes,13.33,13.3,3347.5,55.79,3335.9,55.6,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.941,14.33,799.64,10/9/15
-86.16893102,40.96782248,CHURCH17,15/10/09-17:40:57,SOYBEANS,651,5.712,179.8,1,825.41,10/9/15,On,30,Yes,13.17,13.7,3346.9,55.78,3319.9,55.33,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.895,14.16,789.96,10/9/15
-86.16893129,40.96780528,CHURCH17,15/10/09-17:40:57,SOYBEANS,652,5.856,180.7,1,825.59,10/9/15,On,30,Yes,13.2,13.9,3273.7,54.56,3239.8,54,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.993,14.52,792.22,10/9/15
-86.16893163,40.96778862,CHURCH17,15/10/09-17:40:57,SOYBEANS,653,5.676,180.9,1,825.43,10/9/15,On,30,Yes,14.27,13.7,3650.1,60.84,3620.7,60.35,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.87,14.07,856.09,10/9/15
-86.16893236,40.96777211,CHURCH17,15/10/09-17:40:57,SOYBEANS,654,5.666,181.9,1,825.49,10/9/15,On,30,Yes,13.29,13.9,3405.6,56.76,3370.4,56.17,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.863,14.05,797.36,10/9/15
-86.16893246,40.96775719,CHURCH17,15/10/09-17:40:57,SOYBEANS,655,5.115,180.3,1,825.52,10/9/15,On,30,Yes,13.41,14.7,3806,63.43,3731.7,62.19,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.487,12.68,804.43,10/9/15
-86.1689324,40.96774271,CHURCH17,15/10/09-17:40:57,SOYBEANS,656,5.016,179.8,1,825.51,10/9/15,On,30,Yes,12.89,14.5,3732.4,62.21,3668,61.13,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.42,12.44,773.68,10/9/15
-86.16893304,40.9677276,CHURCH17,15/10/09-17:40:57,SOYBEANS,657,5.02,181.8,1,825.44,10/9/15,On,30,Yes,12.36,13.6,3574.7,59.58,3550,59.17,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.423,12.45,741.48,10/9/15
-86.16893392,40.96771257,CHURCH17,15/10/09-17:40:57,SOYBEANS,658,5.174,182.5,1,825.31,10/9/15,On,30,Yes,12.66,13.8,3552.1,59.2,3519.4,58.66,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.528,12.83,759.42,10/9/15
-86.16893505,40.96769713,CHURCH17,15/10/09-17:40:57,SOYBEANS,659,5.335,183.2,1,825.46,10/9/15,On,30,Yes,11.37,14.3,3093.7,51.56,3047.4,50.79,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.637,13.23,681.97,10/9/15
-86.16893605,40.96768148,CHURCH17,15/10/09-17:40:57,SOYBEANS,660,5.299,182.8,1,825.43,10/9/15,On,30,Yes,11.37,14.3,3115.5,51.93,3069,51.15,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.613,13.14,682.14,10/9/15
-86.16893771,40.96766586,CHURCH17,15/10/09-17:40:57,SOYBEANS,661,5.308,184.6,1,825.55,10/9/15,On,30,Yes,10.38,13.8,2839,47.32,2812.9,46.88,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.619,13.16,622.76,10/9/15
-86.16893932,40.96765022,CHURCH17,15/10/09-17:40:57,SOYBEANS,662,5.331,184.4,1,825.51,10/9/15,On,30,Yes,11.48,14.7,3126.2,52.1,3065.2,51.09,In,2.59E-09,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.635,13.22,688.72,10/9/15
-86.16894202,40.9676331,CHURCH17,15/10/09-17:40:57,SOYBEANS,663,5.669,186.8,1,825.42,10/9/15,On,30,Yes,10.61,15.3,2717.8,45.3,2645.9,44.1,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.865,14.06,636.69,10/9/15
-86.16894489,40.96761676,CHURCH17,15/10/09-17:40:57,SOYBEANS,664,5.653,187.5,1,825.33,10/9/15,On,30,Yes,10.14,14.3,2603.3,43.39,2564.4,42.74,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.854,14.02,608.1,10/9/15
-86.16894818,40.96760061,CHURCH17,15/10/09-17:40:57,SOYBEANS,665,5.591,188.8,1,825.4,10/9/15,On,30,Yes,9.062,14,2353.7,39.23,2326.7,38.78,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.812,13.86,543.74,10/9/15
-86.16895406,40.96758489,CHURCH17,15/10/09-17:40:57,SOYBEANS,666,5.502,195.8,1,825.39,10/9/15,On,30,Yes,8.634,14.6,2278.6,37.98,2236.7,37.28,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.751,13.64,518.06,10/9/15
-86.16896156,40.96756986,CHURCH17,15/10/09-17:40:57,SOYBEANS,667,5.564,200.6,1,825.35,10/9/15,On,30,Yes,8.599,14.7,2243.9,37.4,2200.1,36.67,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.794,13.8,515.94,10/9/15
-86.16896921,40.9675556,CHURCH17,15/10/09-17:40:57,SOYBEANS,668,5.312,202,1,825.63,10/9/15,On,30,Yes,8.393,13.9,2294.3,38.24,2270.5,37.84,In,2.59E-09,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.622,13.17,503.57,10/9/15
-86.16897719,40.96754327,CHURCH17,15/10/09-17:40:57,SOYBEANS,669,4.97,206,1,825.62,10/9/15,On,30,Yes,8.36,14.1,2442.3,40.7,2411.4,40.19,In,2.59E-09,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.389,12.32,501.62,10/9/15
-86.16898467,40.96753056,CHURCH17,15/10/09-17:40:57,SOYBEANS,670,4.629,204,1,825.88,10/9/15,On,30,Yes,7.788,14.4,2442.7,40.71,2403.4,40.06,In,0,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.156,11.48,467.27,10/9/15
-86.168992,40.96751744,CHURCH17,15/10/09-17:40:57,SOYBEANS,671,4.869,202.9,1,825.99,10/9/15,On,30,Yes,8.422,14.5,2511.6,41.86,2468.3,41.14,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.32,12.07,505.3,10/9/15
-86.16899916,40.96750427,CHURCH17,15/10/09-17:40:57,SOYBEANS,672,4.757,202.3,1,826.08,10/9/15,On,30,Yes,9.736,14.3,2971.6,49.53,2927.2,48.79,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.244,11.79,584.16,10/9/15
-86.16900608,40.9674912,CHURCH17,15/10/09-17:40:57,SOYBEANS,673,4.754,201.8,1,825.96,10/9/15,On,30,Yes,9.626,14.7,2940,49,2882.6,48.04,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.241,11.79,577.54,10/9/15
-86.16901228,40.96747856,CHURCH17,15/10/09-17:40:57,SOYBEANS,674,4.659,200.3,1,826.26,10/9/15,On,30,Yes,8.818,14.9,2748.2,45.8,2688.2,44.8,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.176,11.55,529.06,10/9/15
-86.16901815,40.96746689,CHURCH17,15/10/09-17:40:57,SOYBEANS,675,4.442,200.8,1,826.45,10/9/15,On,30,Yes,7.476,14.9,2443.8,40.73,2390.4,39.84,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.029,11.01,448.59,10/9/15
-86.16902393,40.96745517,CHURCH17,15/10/09-17:40:57,SOYBEANS,676,4.344,200.4,1,826.53,10/9/15,On,30,Yes,7.934,14.5,2652.1,44.2,2606.3,43.44,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,2.962,10.77,476.03,10/9/15
-86.16903024,40.96744329,CHURCH17,15/10/09-17:40:57,SOYBEANS,677,4.403,201.8,1,826.65,10/9/15,On,30,Yes,7.411,15.2,2444.1,40.73,2382.2,39.7,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.002,10.92,444.66,10/9/15
-86.16903652,40.96743136,CHURCH17,15/10/09-17:40:57,SOYBEANS,678,4.429,201.7,1,826.76,10/9/15,On,30,Yes,6.939,16,2274.8,37.91,2196.3,36.61,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.02,10.98,416.33,10/9/15
-86.16904255,40.96741904,CHURCH17,15/10/09-17:40:57,SOYBEANS,679,4.462,200.3,1,826.6,10/9/15,On,30,Yes,7.271,16.5,2366.2,39.44,2271,37.85,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.042,11.06,436.27,10/9/15
-86.16904846,40.96740664,CHURCH17,15/10/09-17:40:57,SOYBEANS,680,4.446,199.8,1,826.87,10/9/15,On,30,Yes,6.638,16.3,2168.2,36.14,2086,34.77,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.031,11.02,398.3,10/9/15
-86.16905455,40.96739351,CHURCH17,15/10/09-17:40:57,SOYBEANS,681,4.659,199.3,1,826.72,10/9/15,On,30,Yes,7.766,14.5,2420.4,40.34,2378.6,39.64,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.176,11.55,465.94,10/9/15
-86.16905999,40.96738065,CHURCH17,15/10/09-17:40:57,SOYBEANS,682,4.708,197.7,1,826.13,10/9/15,On,30,Yes,9.081,15.9,2800.8,46.68,2707.5,45.12,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.21,11.67,544.88,10/9/15
-86.16906564,40.96736685,CHURCH17,15/10/09-17:40:57,SOYBEANS,683,4.826,197.2,1,826.31,10/9/15,On,30,Yes,9.166,16.3,2757.7,45.96,2653.1,44.22,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.291,11.97,549.95,10/9/15
-86.16907089,40.96735231,CHURCH17,15/10/09-17:40:57,SOYBEANS,684,4.905,195.3,1,826.29,10/9/15,On,30,Yes,9.063,15,2682.9,44.72,2621.3,43.69,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.344,12.16,543.78,10/9/15
-86.16907612,40.96733671,CHURCH17,15/10/09-17:40:57,SOYBEANS,685,5.423,194.2,1,825.98,10/9/15,On,30,Yes,8.402,14.7,2249.5,37.49,2205.5,36.76,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.698,13.45,504.1,10/9/15
-86.16908169,40.96732148,CHURCH17,15/10/09-17:40:57,SOYBEANS,686,5.194,195.5,1,825.67,10/9/15,On,30,Yes,8.043,15.2,2248.5,37.48,2191.7,36.53,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.541,12.88,482.55,10/9/15
-86.16908744,40.96730814,CHURCH17,15/10/09-17:40:57,SOYBEANS,687,4.905,198,1,825.48,10/9/15,On,30,Yes,6.691,15.5,1980.8,33.01,1923.8,32.06,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.344,12.16,401.46,10/9/15
-86.16909236,40.96729498,CHURCH17,15/10/09-17:40:57,SOYBEANS,688,4.659,195.8,1,824.99,10/9/15,On,30,Yes,7.53,15.4,2347,39.12,2282.3,38.04,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.176,11.55,451.83,10/9/15
-86.16909813,40.96728173,CHURCH17,15/10/09-17:40:57,SOYBEANS,689,4.557,198.2,1,824.65,10/9/15,On,30,Yes,7.109,13.8,2265.3,37.75,2244.4,37.41,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.107,11.3,426.57,10/9/15
-86.16910332,40.96726881,CHURCH17,15/10/09-17:40:57,SOYBEANS,690,4.577,196.9,1,824,10/9/15,On,30,Yes,5.401,13.9,1713.5,28.56,1695.8,28.26,In,2.59E-09,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.121,11.35,324.07,10/9/15
-86.16910884,40.96725667,CHURCH17,15/10/09-17:40:57,SOYBEANS,691,4.419,199,1,823.69,10/9/15,On,30,Yes,5.259,14.2,1727.9,28.8,1704,28.4,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,3.013,10.96,315.53,10/9/15
-86.16911411,40.96724604,CHURCH17,15/10/09-17:40:57,SOYBEANS,692,3.963,200.5,1,823.76,10/9/15,On,30,Yes,4.551,14.6,1667.2,27.79,1636.5,27.27,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,2.702,9.826,273.03,10/9/15
-86.16911952,40.96723569,CHURCH17,15/10/09-17:40:57,SOYBEANS,693,3.711,201.6,1,823.28,10/9/15,On,30,Yes,5.304,14.9,2075.3,34.59,2030,33.83,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,2.53,9.2,318.21,10/9/15
-86.16912517,40.96722553,CHURCH17,15/10/09-17:40:57,SOYBEANS,694,3.661,202.8,1,823.34,10/9/15,On,30,Yes,4.294,15.2,1703,28.38,1659.9,27.67,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,2.496,9.078,257.66,10/9/15
-86.16913053,40.9672155,CHURCH17,15/10/09-17:40:57,SOYBEANS,695,3.73,202,1,822.72,10/9/15,On,30,Yes,4.532,15.3,1764,29.4,1717.4,28.62,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,2.543,9.249,271.91,10/9/15
-86.16913668,40.96720455,CHURCH17,15/10/09-17:40:57,SOYBEANS,696,4.121,203,1,822.12,10/9/15,On,30,Yes,4.362,15.4,1537.2,25.62,1494.8,24.91,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,9,2.81,10.22,261.74,10/9/15
